State,Action,Value
"((0, 0, 0), (-1, 1, -1), (0, 1, 0))","(2, 2)",0.07200180000000002
"((-1, 0, 0), (1, 0, 1), (0, -1, 1))","(0, 2)",-0.21541865828329002
"((1, 0, -1), (1, 1, 0), (0, 0, -1))","(1, 2)",0.999823035654572
"((-1, 1, 1), (-1, 0, 0), (0, -1, 1))","(2, 0)",0.16907969914178025
"((1, -1, 1), (0, 0, -1), (1, 0, -1))","(1, 1)",0.40951000000000004
"((1, -1, 0), (0, 0, -1), (-1, 1, 1))","(0, 2)",0.2427102614715052
"((1, -1, 1), (0, 0, -1), (-1, 1, 1))","(1, 1)",0.26085155000000004
"((-1, 0, 1), (1, 0, 0), (-1, -1, 1))","(0, 1)",0.03356160377251951
"((-1, 1, -1), (0, 0, 1), (0, 1, -1))","(1, 0)",0.05861894039100001
"((1, 0, 1), (-1, -1, 0), (0, -1, 1))","(2, 0)",-0.271
"((0, -1, 1), (1, 1, -1), (-1, 0, 0))","(0, 0)",0.15490614603284852
"((1, 0, 1), (0, -1, 0), (-1, 1, 0))","(2, 2)",-0.7109198043235581
"((1, 1, -1), (0, 1, -1), (-1, 0, 0))","(2, 1)",0.271
"((0, 0, 1), (0, 1, -1), (0, -1, 0))","(2, 0)",0.5217031000000001
"((1, 0, 0), (1, -1, 1), (0, -1, 0))","(2, 0)",0.2961356216540992
"((0, -1, -1), (0, 1, 0), (0, 0, 1))","(2, 0)",-0.11715639208733959
"((0, 0, 1), (1, 0, 1), (0, -1, -1))","(0, 1)",-0.1
"((0, 0, 0), (1, 1, 0), (-1, -1, 1))","(0, 0)",-0.17002450000000002
"((0, 1, -1), (0, 0, -1), (1, -1, 1))","(1, 1)",0.23476639499999988
"((0, 1, -1), (0, 0, 0), (0, -1, 1))","(2, 0)",0.0533434693579813
"((0, 1, -1), (0, 0, 0), (1, -1, 1))","(1, 2)",-0.09927379504504179
"((0, 1, -1), (0, 0, 0), (0, 0, 1))","(2, 1)",0.0720402499664727
"((-1, -1, 1), (1, -1, 0), (0, 0, 1))","(2, 0)",0.169338908713085
"((-1, 0, 1), (1, -1, 0), (0, 0, 1))","(0, 1)",-0.10063732743027362
"((0, -1, 1), (1, 0, -1), (0, -1, 1))","(2, 0)",0.014424660187600344
"((0, -1, 1), (1, 0, -1), (0, 0, 1))","(2, 1)",0.010755900000000002
"((0, -1, 0), (0, -1, 0), (1, 1, 0))","(1, 0)",0.6294936049288138
"((1, -1, 0), (0, 0, 1), (0, -1, 0))","(1, 1)",0.10628004484649028
"((1, -1, 0), (0, 0, 1), (0, -1, 0))","(2, 2)",-0.2585341
"((1, -1, 0), (0, 0, 1), (0, -1, 1))","(1, 0)",0.055132155990000015
"((0, -1, -1), (1, 0, 1), (-1, 1, 0))","(0, 0)",0.04217031000000001
"((-1, 0, 0), (0, 1, -1), (0, 1, 0))","(2, 0)",0.04217031000000001
"((-1, 1, 0), (1, -1, 1), (-1, 0, 0))","(2, 2)",-0.08591177211443599
"((0, 0, 0), (1, 1, -1), (-1, -1, 1))","(0, 0)",0.46855900000000006
"((0, 0, 0), (1, 0, -1), (-1, 0, 1))","(1, 1)",0.11733144711078225
"((-1, 1, 1), (1, 0, -1), (0, 0, 0))","(1, 1)",0.5210865447006635
"((1, 0, -1), (0, 1, 0), (-1, 0, 0))","(0, 1)",0.07731621000000002
"((-1, 0, 1), (1, 0, -1), (1, -1, 0))","(2, 2)",0.32107384806808825
"((0, 0, -1), (1, 0, -1), (0, 0, 1))","(2, 1)",0.06019200000000001
"((1, -1, 0), (1, 0, -1), (-1, 0, 1))","(0, 2)",0.044999583237579105
"((1, -1, 0), (1, 0, -1), (0, 0, 1))","(2, 0)",-0.08607205
"((-1, 0, 1), (1, 0, -1), (0, 0, 1))","(1, 1)",0.271888190492051
"((0, -1, 0), (0, 1, 1), (0, 0, 0))","(2, 0)",-0.27019000000000004
"((1, 1, 0), (-1, -1, 1), (0, 0, -1))","(2, 0)",0.15475483853769906
"((-1, 0, 0), (0, 0, -1), (1, 0, 1))","(0, 1)",0.10237354037991434
"((-1, 1, 0), (0, 0, -1), (1, 0, 1))","(2, 1)",0.10876842623867178
"((0, -1, 1), (0, 0, -1), (-1, 1, 1))","(0, 0)",0.20293917402744896
"((-1, -1, 1), (1, 0, 0), (0, 0, 0))","(2, 0)",0.04983904456142854
"((1, -1, 1), (-1, 0, 0), (-1, 1, 0))","(2, 2)",0.3216305774963101
"((1, 0, -1), (0, 1, 0), (-1, 1, -1))","(0, 1)",0.40951000000000004
"((0, 1, 1), (0, -1, 0), (0, -1, 0))","(2, 0)",0.28693656852086413
"((1, -1, 1), (1, 1, 0), (-1, 0, -1))","(1, 2)",0.1355
"((0, -1, 0), (0, 1, 0), (1, -1, 0))","(0, 0)",0.27557994987971235
"((1, 1, -1), (-1, 1, 0), (0, -1, 0))","(2, 2)",0.46855900000000006
"((0, 1, 0), (-1, 1, 0), (0, -1, 0))","(0, 0)",0.172538729745039
"((0, 0, 1), (0, 0, 0), (1, -1, -1))","(0, 1)",0.42092649296998436
"((0, -1, 1), (1, 1, 0), (0, -1, -1))","(2, 0)",0.34390000000000004
"((1, 1, 0), (0, -1, -1), (1, -1, 1))","(0, 2)",-0.901522909781639
"((0, -1, 1), (0, 1, -1), (0, 1, 0))","(1, 0)",-0.228880179
"((0, 0, -1), (-1, 1, 1), (0, 0, 0))","(2, 0)",0.19904400455850063
"((1, 0, 0), (-1, 0, -1), (1, 1, -1))","(0, 2)",-0.19742562084179263
"((0, 1, 0), (-1, 0, 1), (0, 0, -1))","(2, 1)",0.019130925030438915
"((0, 1, 0), (-1, 0, 1), (0, 1, -1))","(1, 1)",0.023476639500000007
"((0, 0, 0), (1, -1, -1), (0, 1, 0))","(2, 2)",0.19663208763490447
"((0, 0, 1), (-1, 0, 0), (0, 1, -1))","(2, 0)",-0.06845307705762366
"((0, 0, 1), (-1, 0, 0), (1, 1, -1))","(1, 1)",0.6131330225104977
"((0, 0, 0), (1, 1, 0), (-1, -1, 1))","(1, 2)",-0.14050002423462518
"((-1, 0, 0), (1, 1, -1), (-1, 0, 1))","(2, 1)",0.5498316931654005
"((-1, 0, 0), (1, 1, -1), (0, 0, 1))","(2, 0)",0.05674871749500001
"((-1, 0, 1), (-1, 0, 0), (0, 0, 1))","(2, 1)",-0.24904900000000002
"((0, 0, 1), (-1, 0, 1), (0, -1, 0))","(2, 0)",0.11160265171671002
"((1, 1, 0), (-1, 0, 0), (1, -1, -1))","(1, 2)",0.30950982838461927
"((0, 1, -1), (1, 0, -1), (0, 0, 0))","(2, 0)",-0.05244595360337858
"((0, 1, 0), (1, 0, -1), (0, 0, 0))","(0, 2)",0.16206362990763812
"((0, 1, -1), (0, -1, 1), (0, 0, 0))","(2, 1)",-0.477796690588435
"((-1, 1, 1), (0, 1, 0), (0, -1, 0))","(2, 2)",-0.06778999954661838
"((-1, 1, 0), (-1, 0, 0), (0, 1, 1))","(1, 1)",-0.1024727235481
"((0, -1, 1), (-1, 1, -1), (0, 1, 0))","(2, 2)",0.2363726301181904
"((0, -1, 1), (-1, 0, 0), (0, 1, 0))","(1, 1)",0.0429604154226467
"((0, -1, 1), (-1, 1, -1), (0, 1, 1))","(2, 0)",-0.40951000000000004
"((0, -1, 1), (-1, 1, 0), (0, 1, 0))","(1, 2)",-0.12268000000000001
"((1, 0, -1), (0, 1, -1), (0, 0, 0))","(2, 0)",-0.148481059609
"((1, 0, 1), (0, -1, 1), (-1, -1, 0))","(1, 0)",-0.40951000000000004
"((1, 0, 1), (1, -1, 1), (-1, -1, 0))","(2, 2)",0.5217031000000001
"((0, -1, 1), (-1, -1, 0), (0, 1, 1))","(2, 0)",0.271
"((1, 0, -1), (1, 0, 1), (-1, -1, 0))","(2, 2)",-0.01667718169966656
"((1, 0, -1), (1, 0, 1), (-1, 0, 0))","(2, 1)",0.036855900000000004
"((0, 1, 1), (0, -1, -1), (1, -1, 0))","(2, 2)",-0.5686532767347768
"((-1, 1, 0), (-1, 0, 1), (1, 0, -1))","(1, 1)",0.2339303316177747
"((1, 1, -1), (1, -1, 0), (0, 0, 0))","(2, 2)",-0.48057259920973316
"((-1, 0, 1), (1, 0, 0), (0, 0, 0))","(2, 1)",0.0866315836998931
"((-1, 0, -1), (-1, 1, 0), (0, 1, 1))","(2, 0)",0.19
"((-1, 0, -1), (0, 1, 0), (0, 1, 1))","(1, 0)",-0.159049
"((1, -1, -1), (0, 0, 1), (0, 1, -1))","(1, 0)",0.10683929281671002
"((1, -1, -1), (1, 0, 1), (0, 1, -1))","(2, 0)",-0.19
"((-1, 1, 0), (0, 0, -1), (0, 1, 0))","(0, 2)",0.10224801000000001
"((-1, 1, 1), (-1, 0, -1), (1, 1, 0))","(2, 2)",-0.5217031000000001
"((1, -1, -1), (-1, 1, 1), (0, 0, 0))","(2, 1)",0.12174127210409791
"((1, -1, 0), (-1, 1, 1), (0, 0, 0))","(0, 2)",0.00855
"((-1, 0, 0), (-1, 0, 1), (1, 1, -1))","(0, 2)",0.056499647360295835
"((1, -1, 0), (-1, 1, 0), (1, 0, -1))","(1, 2)",0.2959257352897541
"((0, 1, 1), (0, -1, -1), (1, 0, 0))","(2, 2)",-0.27165191799657107
"((1, 1, 0), (0, 0, -1), (-1, 1, -1))","(1, 0)",-0.1
"((1, 1, 0), (0, 0, -1), (0, 1, -1))","(2, 0)",0.024390000000000005
"((0, 1, 1), (-1, 1, -1), (0, -1, 0))","(2, 2)",0.17815547062503906
"((0, 1, 1), (-1, 1, -1), (0, -1, 1))","(0, 0)",-0.40951000000000004
"((0, 1, 1), (-1, 1, -1), (0, 0, 0))","(2, 1)",-0.032490000000000005
"((-1, 0, 1), (-1, -1, 1), (0, 1, 0))","(0, 1)",-0.19
"((-1, 0, 1), (0, -1, 1), (0, 1, 0))","(1, 0)",-0.01439195364809999
"((-1, 0, 0), (0, 1, -1), (0, 0, 1))","(0, 2)",0.08868298852055168
"((-1, 0, 1), (0, 1, -1), (0, 0, 1))","(0, 1)",-0.13108157776830923
"((0, -1, -1), (-1, 1, 1), (0, 0, 1))","(2, 1)",-0.086814973700304
"((0, 0, -1), (-1, 1, 0), (0, 0, 1))","(1, 2)",0.15079307265159603
"((0, 0, 1), (1, -1, 0), (-1, 1, -1))","(0, 1)",-0.19
"((0, 0, 1), (1, -1, 0), (-1, 1, 0))","(2, 2)",0.2654479938034403
"((0, 0, 1), (1, 0, -1), (0, 0, -1))","(2, 0)",0.32952266714378986
"((0, 0, 1), (1, 0, 0), (-1, 0, -1))","(2, 1)",0.2086756889609346
"((1, -1, 0), (-1, 1, 1), (-1, 0, 0))","(0, 2)",0.14532948267321835
"((1, -1, 0), (-1, 1, 1), (0, 0, 0))","(2, 0)",0.021085155000000005
"((-1, 1, 1), (-1, 0, -1), (1, 0, 0))","(2, 2)",-0.1
"((0, 0, 1), (-1, 0, 0), (0, 0, 1))","(1, 1)",0.08742154634501152
"((0, 0, -1), (0, 1, -1), (0, 0, 1))","(1, 0)",0.012431968368663615
"((0, 1, 1), (-1, 0, 1), (0, -1, -1))","(0, 0)",0.1
"((0, 0, 1), (-1, 0, 1), (0, -1, 0))","(0, 1)",0.11330328889924006
"((1, 0, -1), (0, 1, 1), (0, 0, -1))","(2, 0)",-0.9373538966209646
"((1, -1, -1), (1, 0, -1), (0, 1, 0))","(1, 1)",-0.057742048899999995
"((1, -1, -1), (1, 1, -1), (0, 1, 0))","(2, 0)",-0.34390000000000004
"((1, -1, -1), (1, 0, 0), (0, 1, 0))","(1, 2)",-0.030049380000000007
"((0, 1, -1), (1, 0, 0), (0, 0, -1))","(0, 0)",0.009000000000000001
"((1, 1, -1), (1, 0, 0), (0, 0, -1))","(1, 1)",-0.031157665459056932
"((1, 0, 1), (1, -1, 0), (-1, 0, -1))","(1, 2)",-0.24948408435722907
"((1, 0, 1), (1, -1, 1), (-1, 0, -1))","(0, 1)",0.30628975550000004
"((1, 1, 0), (-1, 0, -1), (1, 0, 0))","(2, 1)",-0.21904782301
"((1, 1, 0), (1, -1, 0), (0, -1, 0))","(2, 2)",-0.02453704051720272
"((0, 0, -1), (0, 0, -1), (0, 1, 1))","(1, 1)",0.10165752000000003
"((-1, 1, 1), (0, 0, 0), (1, -1, -1))","(1, 0)",-0.1
"((0, -1, 1), (1, -1, 1), (-1, 1, 0))","(0, 0)",-0.40951000000000004
"((0, 0, 1), (0, -1, 1), (-1, 1, 0))","(0, 1)",-0.08607205
"((1, 0, 0), (1, 0, -1), (-1, 0, 0))","(2, 1)",0.022718023724764436
"((-1, 0, 0), (1, 0, 0), (-1, 1, 1))","(1, 2)",0.06880234870451138
"((-1, 1, 0), (0, 0, 1), (1, 0, -1))","(1, 1)",0.1
"((0, 0, -1), (0, 1, -1), (0, 1, 1))","(0, 0)",-0.20511194401
"((-1, 0, 1), (-1, 1, -1), (0, 0, 1))","(0, 1)",-0.271
"((1, 1, -1), (1, 0, 0), (0, -1, 0))","(1, 1)",-0.3130939536481
"((0, 1, 1), (1, -1, 1), (-1, 0, -1))","(0, 0)",0.271
"((0, 1, 0), (1, -1, 1), (0, 0, -1))","(2, 0)",0.2648328125343606
"((0, 1, -1), (-1, 0, 0), (1, 1, -1))","(0, 0)",0.043986222020477736
"((0, 0, -1), (-1, 0, 0), (1, 1, 0))","(0, 1)",0.29952948839749777
"((0, 1, -1), (-1, 0, 0), (1, 1, 0))","(2, 2)",-0.16188859084983329
"((1, 0, 0), (1, 0, 0), (-1, 0, 0))","(1, 1)",0.6112166820109843
"((0, 0, 1), (-1, 1, 0), (-1, 1, -1))","(0, 1)",0.40951000000000004
"((1, 1, 0), (0, -1, -1), (1, -1, 0))","(0, 2)",0.5695327900000001
"((-1, 1, 0), (0, 1, -1), (1, -1, 0))","(1, 0)",0.2403464066047593
"((0, -1, 1), (1, 0, -1), (-1, 1, 0))","(0, 0)",0.10672066515932309
"((0, 0, 1), (0, 0, -1), (-1, 1, 0))","(1, 0)",0.007693907627497358
"((0, 0, 1), (1, 0, -1), (-1, 1, 0))","(0, 1)",0.016245000000000002
"((-1, 1, 0), (0, 1, -1), (-1, 0, 1))","(2, 1)",0.46855900000000006
"((-1, 0, 1), (1, -1, 0), (0, 1, 0))","(0, 1)",-0.07265790000000003
"((1, -1, 0), (0, 0, 1), (-1, 1, -1))","(0, 2)",0.10217299111152357
"((0, 0, 0), (0, 0, 1), (-1, 1, -1))","(0, 0)",0.0027790670858355002
"((1, 0, 0), (0, 0, 1), (-1, 1, -1))","(0, 1)",0.09849960819000003
"((0, 1, -1), (1, 0, 1), (-1, -1, 0))","(1, 1)",0.19
"((0, 1, -1), (1, 0, 1), (0, -1, 0))","(2, 0)",-0.006146999999999993
"((-1, 1, 1), (0, 1, 0), (-1, -1, 0))","(1, 2)",-0.5217031000000001
"((-1, 1, 1), (0, 1, 1), (-1, -1, 0))","(1, 0)",0.6513215599000001
"((0, 1, 1), (0, 1, 0), (-1, -1, 0))","(0, 0)",0.07751088679053511
"((0, 1, 1), (0, 0, 0), (1, -1, -1))","(1, 0)",-0.35268031
"((0, -1, 1), (0, 0, 0), (-1, 1, 1))","(1, 0)",0.0171
"((1, 0, 1), (-1, 0, -1), (0, 1, -1))","(0, 1)",0.1
"((0, 1, -1), (0, 0, 1), (0, 0, 0))","(1, 1)",0.5703325581083785
"((1, -1, -1), (1, 0, 1), (0, -1, 0))","(2, 2)",-0.14534295364810002
"((1, -1, -1), (1, 0, 1), (0, -1, 1))","(2, 0)",-0.271
"((1, -1, 0), (1, 0, 1), (0, -1, 0))","(0, 2)",-0.04519799999999999
"((-1, 1, 0), (0, 1, -1), (0, 0, 0))","(0, 2)",0.18635543891420292
"((0, 1, 0), (0, 1, -1), (0, 0, 0))","(0, 0)",-0.25812312389705905
"((0, 1, 0), (-1, -1, 0), (1, 1, 0))","(0, 2)",-0.27856517036519174
"((0, -1, -1), (0, 0, 1), (1, 0, 0))","(0, 0)",0.3924534351156077
"((-1, 1, 0), (0, 0, 1), (-1, 1, 0))","(2, 2)",0.14405356110771
"((-1, -1, 0), (0, 0, 1), (1, 1, 0))","(0, 2)",0.34390000000000004
"((1, 0, 1), (1, -1, -1), (-1, 0, 0))","(0, 1)",0.9576088417247839
"((0, 0, -1), (0, 1, 0), (-1, 1, 0))","(0, 1)",0.46855900000000006
"((1, 1, -1), (0, 0, 0), (-1, 1, 0))","(1, 0)",-0.006146999999999993
"((0, 1, 0), (-1, 0, -1), (-1, 1, 1))","(0, 0)",-0.271
"((-1, 1, 0), (-1, 1, -1), (0, 0, 1))","(2, 1)",0.34390000000000004
"((0, 0, 0), (-1, 1, -1), (0, 0, 1))","(0, 1)",0.009000000000000001
"((-1, 1, 0), (0, 0, 1), (0, -1, 0))","(1, 0)",0.03570916038562211
"((-1, 1, 0), (1, 0, 1), (0, -1, 0))","(0, 2)",-0.066096721
"((0, 1, -1), (-1, 0, 0), (1, 0, 0))","(2, 1)",0.06609690000000001
"((-1, -1, 1), (0, 1, 1), (0, 0, -1))","(2, 0)",0.19
"((0, -1, 0), (0, 1, 1), (0, 0, -1))","(1, 0)",0.46855900000000006
"((0, 1, 0), (0, 1, -1), (1, -1, -1))","(1, 0)",-0.40086888058970727
"((-1, 1, 0), (0, 0, 0), (0, 1, -1))","(2, 0)",0.07400894039100002
"((-1, 0, 0), (1, -1, 1), (-1, 1, 1))","(0, 1)",-0.46855900000000006
"((0, -1, 1), (-1, 1, 0), (0, 0, 0))","(2, 0)",0.5217031000000001
"((0, 0, 1), (0, 1, -1), (-1, 1, 0))","(2, 2)",0.0676899122817392
"((0, -1, 0), (0, -1, 1), (0, 1, 0))","(2, 0)",0.39664394829688143
"((-1, 0, 1), (-1, 1, 0), (0, 0, 0))","(2, 2)",-0.052172746384986986
"((-1, 0, 1), (-1, 1, 0), (0, 0, 1))","(1, 2)",-0.20945179765810001
"((0, 1, -1), (1, -1, 1), (0, 0, 0))","(2, 1)",0.3862958742612453
"((-1, 1, 0), (1, 0, -1), (-1, 1, 0))","(0, 2)",0.04176945905538667
"((1, -1, 0), (0, 0, 1), (-1, 0, 0))","(1, 1)",0.03978000000000001
"((-1, 0, 0), (-1, 0, 0), (0, 1, 1))","(0, 1)",-0.1531441
"((0, 1, 1), (0, -1, 1), (0, -1, 0))","(2, 0)",-0.31882969
"((0, 0, 0), (-1, 1, 1), (-1, 0, 0))","(0, 2)",-0.02773951361385083
"((1, 1, 0), (-1, 1, 0), (-1, -1, 0))","(2, 2)",0.34390000000000004
"((1, 1, 0), (-1, 1, 0), (-1, 0, 0))","(2, 1)",-0.19
"((0, 0, 0), (0, 0, 1), (-1, 1, 0))","(0, 1)",0.017019090065849077
"((1, -1, -1), (1, 0, 0), (0, 0, 0))","(1, 1)",0.08275527900000001
"((1, -1, -1), (1, 1, 0), (0, 0, 0))","(2, 0)",-0.19
"((1, -1, 0), (0, 1, -1), (0, 1, 0))","(0, 2)",0.07320895110000002
"((0, -1, -1), (1, 0, 1), (-1, 0, 1))","(2, 1)",-0.271
"((1, 0, 0), (-1, 1, 0), (0, 0, -1))","(2, 1)",0.16826305606056535
"((1, 0, 0), (-1, 1, 0), (0, 1, -1))","(2, 0)",-0.23083392200500003
"((1, 1, 0), (0, 0, -1), (-1, 0, 0))","(0, 2)",0.46855900000000006
"((1, -1, 0), (0, 0, -1), (1, -1, 1))","(1, 0)",0.19
"((0, 1, 1), (1, 0, -1), (-1, -1, 1))","(0, 0)",0.23427950000000003
"((1, 0, 0), (-1, 0, 0), (0, 1, -1))","(1, 1)",0.08442826110000001
"((-1, -1, 1), (0, -1, 1), (0, 1, 0))","(2, 0)",0.18714807263034677
"((0, -1, 1), (0, 0, -1), (1, 0, 0))","(2, 2)",0.28364529788318393
"((-1, 0, 0), (1, 1, 0), (0, -1, 1))","(0, 1)",-0.024390000000000005
"((-1, 0, 1), (-1, 0, -1), (0, 1, 1))","(2, 0)",0.34390000000000004
"((-1, 0, 1), (0, 0, -1), (0, 1, 1))","(1, 0)",-0.20114295364809998
"((1, -1, 0), (-1, 0, -1), (0, 1, 1))","(2, 0)",0.19
"((0, 0, 0), (-1, 1, -1), (0, 1, 0))","(0, 2)",0.03905100000000001
"((0, 0, 1), (-1, 1, -1), (0, 1, 0))","(0, 0)",0.07534062000000001
"((0, 0, -1), (0, 0, 1), (1, 0, -1))","(0, 1)",0.13131063126704068
"((-1, 0, -1), (0, 1, 0), (-1, 1, 1))","(1, 2)",-0.46855900000000006
"((-1, 1, 0), (-1, 0, -1), (1, 1, 0))","(0, 2)",-0.004710128697246241
"((-1, 1, 0), (-1, 0, 0), (1, 1, 0))","(1, 2)",-0.06682969
"((1, 1, 0), (1, 0, -1), (-1, -1, 0))","(2, 2)",0.17715241581748337
"((0, 1, 0), (1, 0, -1), (0, -1, 0))","(0, 0)",0.03475421559900001
"((1, 1, 0), (1, 0, -1), (-1, -1, 1))","(1, 1)",-0.46855900000000006
"((1, 1, 0), (1, 0, -1), (0, -1, 0))","(2, 0)",-0.009000000000000001
"((-1, 0, -1), (0, 0, 1), (1, -1, 1))","(1, 0)",-0.5217031000000001
"((-1, -1, 1), (1, 0, 1), (0, -1, 0))","(2, 0)",-0.10717897987691853
"((0, 0, 0), (-1, 1, 1), (0, -1, 1))","(0, 1)",-0.271
"((-1, 0, -1), (1, 0, 1), (0, 1, 0))","(2, 0)",0.10949857110000003
"((1, 1, 0), (-1, 0, -1), (1, 1, -1))","(1, 1)",0.34390000000000004
"((1, 1, 0), (-1, 0, 0), (1, 0, -1))","(1, 2)",0.030951000000000006
"((1, 0, 0), (-1, 0, 1), (-1, 1, -1))","(0, 2)",0.20508242379935213
"((1, 0, 0), (-1, 0, 1), (-1, 1, 0))","(2, 2)",0.07356159754740002
"((0, 1, -1), (-1, -1, 1), (0, 1, 0))","(2, 2)",-0.46855900000000006
"((0, 1, 1), (0, -1, -1), (-1, 1, 0))","(2, 2)",-0.34390000000000004
"((-1, 0, 0), (1, -1, 1), (-1, 1, 0))","(0, 1)",-0.46855900000000006
"((-1, 1, 0), (1, -1, 1), (-1, 1, 0))","(0, 2)",0.40951000000000004
"((-1, 0, 1), (0, -1, 1), (-1, 1, 0))","(2, 2)",0.5217031000000001
"((0, 0, 1), (0, -1, 1), (-1, 1, 0))","(0, 0)",-0.1275197247174998
"((0, -1, -1), (0, 0, 1), (1, 0, 0))","(1, 1)",-0.03679081171151892
"((-1, 1, 0), (-1, 0, 0), (0, 1, 1))","(1, 2)",-0.271
"((0, -1, 0), (-1, 0, 1), (-1, 1, 1))","(1, 1)",-0.039589113209464885
"((0, 1, 0), (0, 1, 0), (-1, -1, 0))","(2, 2)",0.4237727296993906
"((-1, 1, -1), (0, 0, 0), (0, 1, 0))","(1, 2)",-0.0171
"((1, 0, 1), (-1, -1, 1), (-1, 0, 0))","(2, 2)",0.19
"((1, 1, 0), (0, -1, 0), (0, -1, 1))","(2, 0)",-0.55620939938329
"((-1, 1, 1), (1, 0, 0), (0, -1, 0))","(1, 1)",0.18178716391569458
"((0, 1, 1), (-1, 0, -1), (0, -1, 1))","(1, 1)",0.15632588424243513
"((-1, -1, 0), (0, 0, 0), (1, 1, 0))","(1, 2)",0.10004161609563281
"((-1, 1, -1), (0, 0, 0), (0, 0, 1))","(1, 2)",0.09459746515459151
"((1, -1, 1), (0, 0, 0), (1, -1, -1))","(1, 0)",0.1
"((-1, 1, 1), (0, -1, 0), (0, -1, 1))","(2, 0)",0.3700447019381692
"((-1, 1, 1), (0, 0, 0), (0, -1, 1))","(1, 1)",-0.05950000000000001
"((0, -1, 1), (-1, 1, 0), (0, -1, 1))","(2, 0)",0.1
"((0, 1, 0), (-1, 1, -1), (1, 0, -1))","(0, 0)",0.12294175869133346
"((0, 1, 0), (0, 1, -1), (1, 0, -1))","(1, 0)",-0.1702441
"((0, 1, -1), (-1, 0, 0), (1, 1, 0))","(1, 1)",-0.13426319986677787
"((0, -1, -1), (1, 1, -1), (1, 0, 0))","(2, 1)",-0.46855900000000006
"((0, -1, -1), (1, 1, -1), (1, 1, 0))","(0, 0)",0.40951000000000004
"((0, 0, 1), (0, -1, 0), (-1, 0, 1))","(1, 2)",0.9749684449500675
"((0, 1, -1), (-1, 0, 0), (0, 0, 1))","(2, 0)",0.046913340285547
"((1, 0, 0), (-1, 0, -1), (1, 1, 0))","(1, 1)",0.814697981114816
"((0, 0, 0), (0, 1, -1), (-1, 1, 0))","(0, 0)",0.12356469900000003
"((1, 0, 0), (0, 1, -1), (-1, 1, 0))","(2, 2)",0.31955197567416915
"((1, -1, 1), (-1, 1, 0), (0, 0, -1))","(1, 2)",0.22855731242510324
"((1, 0, -1), (-1, 1, -1), (0, 1, 0))","(0, 1)",0.271
"((-1, 0, 0), (-1, 1, 1), (0, 1, -1))","(0, 2)",-0.07073857935722153
"((0, 0, 0), (-1, 1, 1), (0, 1, -1))","(0, 0)",-0.6250846978823323
"((0, -1, 1), (0, 1, 0), (0, 0, -1))","(0, 0)",0.19553090594233066
"((1, 1, 0), (0, 0, -1), (0, -1, 0))","(2, 0)",0.13670779654503903
"((-1, 1, -1), (0, 0, 0), (0, 1, 0))","(1, 1)",0.34390000000000004
"((1, -1, 0), (-1, 0, 1), (-1, 1, 0))","(0, 2)",0.11134250527561507
"((1, -1, 0), (0, 0, 1), (-1, 0, 0))","(2, 1)",0.022774870372029337
"((1, -1, 0), (0, 0, 1), (-1, 1, 0))","(1, 0)",0.038541577995000006
"((-1, 1, 1), (1, 0, -1), (0, -1, 0))","(2, 0)",0.21208400407202724
"((-1, 1, 1), (1, 0, -1), (0, 0, 0))","(2, 1)",0.03332397555000001
"((1, 0, 0), (1, 0, -1), (-1, 1, -1))","(1, 1)",-0.060239044147071735
"((1, 0, -1), (0, 1, 1), (0, -1, -1))","(0, 1)",-0.19
"((1, 0, 0), (0, 0, 1), (0, -1, -1))","(1, 1)",0.12471200225551946
"((0, 0, 1), (-1, 0, 0), (0, -1, 1))","(2, 0)",0.3586903644646018
"((0, 1, -1), (1, 0, 0), (0, 0, -1))","(1, 1)",0.004586868000000015
"((0, 1, -1), (1, 0, 0), (0, 0, 0))","(2, 2)",0.2895638412755848
"((-1, 1, 1), (-1, 1, 0), (0, -1, 0))","(2, 0)",0.46855900000000006
"((-1, -1, 1), (0, 0, 1), (-1, 1, 0))","(1, 1)",-0.19
"((0, -1, 1), (0, -1, 1), (1, 0, 0))","(0, 0)",0.20437039730022954
"((-1, 1, -1), (0, 0, 1), (0, -1, 1))","(1, 1)",0.37831275588411006
"((0, 1, 0), (1, 1, -1), (0, -1, 0))","(2, 2)",0.46217523421662576
"((0, -1, 0), (-1, 1, 1), (-1, 0, 1))","(0, 2)",0.1
"((0, -1, 0), (-1, 1, 1), (0, 0, 1))","(2, 0)",-0.1
"((0, 0, 1), (-1, -1, 1), (-1, 1, 0))","(2, 2)",0.5695327900000001
"((1, 0, 1), (0, -1, -1), (1, -1, 0))","(2, 2)",-0.34390000000000004
"((1, 1, 0), (-1, 0, 0), (0, 0, 0))","(2, 1)",0.023864472349687388
"((0, -1, -1), (1, 0, 0), (1, 0, 0))","(1, 2)",0.030951000000000006
"((1, 0, 0), (-1, 0, 1), (0, -1, 0))","(0, 1)",0.013405566227359098
"((1, 1, 0), (-1, 0, 1), (0, -1, 0))","(0, 2)",0.018427950000000002
"((0, 1, 1), (1, -1, -1), (0, 0, -1))","(2, 1)",-0.22422012869724628
"((0, 1, -1), (0, 0, 1), (-1, 1, -1))","(0, 0)",-0.1
"((1, 1, 0), (-1, 0, 0), (-1, 0, 0))","(1, 1)",0.05363100000000001
"((0, 1, 1), (1, 0, 0), (-1, 0, -1))","(2, 1)",0.40951000000000004
